MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-03-20,09:00:00,Sesame Street,#5422,Sesame Street,#5422,The Feelings Fair,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-20,09:30:00,Work It Out Wombats!,#134,Work It Out Wombats!,#134,Cause and Effect Machine; Riddles of the Treeborhood,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-20,10:00:00,Donkey Hodie,#137,Donkey Hodie,#137,Gator's New Game; Donkey and Panda Cheer Up,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-20,10:30:00,Pinkalicious & Peterrific,#308,Pinkalicious & Peterrific,#308,The Secret Life of Henrietta; Photographer Peter,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-20,11:00:00,Elinor Wonders Why,#120,Elinor Wonders Why,#120,Butterfly Babies; Elinor's Circus,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-20,11:30:00,Alma's Way,#126,Alma's Way,#126,Almas Cat-tastrophe; Stickball,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-20,12:00:00,Molly of Denali,#107,Molly of Denali,#107,Eagle Egg Hunt; Dream Tube,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-20,12:30:00,Xavier Riddle and the Secret Museum,#217,Xavier Riddle and the Secret Museum,#217,I Am Bruce Lee; I Am Sonia Manzano,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-20,13:00:00,Sit and Be Fit,#1008,Sit and Be Fit,#1008,Circulation,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-20,13:30:00,Classical Stretch: By Essentrics,#1205,Classical Stretch: By Essentrics,#1205,Back Pain Relief,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-20,14:00:00,Nature,#4003,Nature,#4003,The Elephant and the Termite,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendors of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s."
,9.1,2025-03-20,15:00:00,Ireland's Wild Coast,#101,Ireland's Wild Coast,#101,,"Emmy Award-winning wildlife cameraman Colin Stafford-Johnson explores the wild animals and wild places of Ireland's rugged Atlantic coast. From the southwest corner of the island to the tip of Northern Ireland, Stafford-Johnson provides his own personal insights into the place he calls home and its wild animals, including humpback whales, eagles, salmon and red deer stags. Crossing the Line Productions produces the series."
,9.1,2025-03-20,16:00:00,Ireland's Wild Coast,#102,Ireland's Wild Coast,#102,,"Emmy Award-winning wildlife cameraman Colin Stafford-Johnson explores the wild animals and wild places of Ireland's rugged Atlantic coast. From the southwest corner of the island to the tip of Northern Ireland, Stafford-Johnson provides his own personal insights into the place he calls home and its wild animals, including humpback whales, eagles, salmon and red deer stags. Crossing the Line Productions produces the series."
,9.1,2025-03-20,17:00:00,Bbc News America,#1049,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-20,17:30:00,Bbc News The Context,#1049,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-20,18:00:00,The Pbs News Hour,#14689,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-20,19:00:00,On The Record,#809,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
,9.1,2025-03-20,19:30:00,The San Antonio Files,#108,The San Antonio Files,,,
,9.1,2025-03-20,20:00:00,Sister Boniface Mysteries,#103,Sister Boniface Mysteries,#103,Love and Other Puzzles,Sister Boniface of Saint Vincent's Convent helps solves crimes in the village of Great Slaughter.
,9.1,2025-03-20,21:00:00,Father Brown,#194,Father Brown,#194,The Children of Kalon,Based on the novels of G.K. Chesterton.
,9.1,2025-03-20,22:00:00,Velvet,#112,Velvet,#112,The Visitor,The young heir to a fashion empire falls in love with a humble seamstress.
,9.1,2025-03-20,23:30:00,Amanpour and Company,#7189,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
,9.1,2025-03-21,00:30:00,Shaking It Up: The Life and Times of Liz Carpenter,#0,Shaking It Up: The Life and Times of Liz Carpenter,,,"Journalist, author and feminist leader Liz Carpenter helped shape some of the most vivid moments and movements of the 20th century."
,9.1,2025-03-21,01:30:00,American Experience,#3602,American Experience,#3602,Fly With Me,"""American Experience"" combines dramatic re-enactments with commentary by historians and authors to present an absorbing look at the personalities, events and resources that have had a profound impact on the shaping of America's past and present. Many of the program's documentaries have received major honors in the broadcasting community, including Emmy, Peabodys and duPont-Columbia University awards."
,9.1,2025-03-21,03:30:00,Tell Me More with Kelly Corrigan,#701,Tell Me More With Kelly Corrigan,#701,Being Well in the Modern World,Author Kelly Corrigan talks with influential leaders.
,9.1,2025-03-21,04:00:00,Nova,#5103,NOVA,#5103,Building the Eiffel Tower,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-21,05:00:00,Happy Yoga with Sarah Starr,#210,Happy Yoga With Sarah Starr,#210,Pastel Beach,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-21,05:30:00,Classical Stretch: By Essentrics,#1206,Classical Stretch: By Essentrics,#1206,Full Body Strengthening,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-21,06:00:00,Cyberchase,#1206,Cyberchase,#1206,Water Woes,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-21,06:30:00,Wild Kratts,#129,Wild Kratts,#129,Seasquatch,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-21,07:00:00,Lyla in the Loop,#126,Lyla in the Loop,#126,Miss Emmaline's Magic Trunk; Luke's Puppy,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-21,07:30:00,Carl The Collector,#110,Carl the Collector,#110,A Collection to Get Rid of; The Button Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-21,08:00:00,Daniel Tiger's Neighborhood,#306,Daniel Tiger's Neighborhood,#306,Daniel and Margaret Play School; Treasure Hunt at the Castle,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-21,08:30:00,Rosie's Rules,#114,Rosie's Rules,#114,Iggy's Bedtime; The Great Crystalini,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-21,09:00:00,Sesame Street,#5435,Sesame Street,#5435,Prairie Dawn's Cookie Party,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-21,09:30:00,Work It Out Wombats!,#135,Work It Out Wombats!,,The Great Splendito; The Bike Wash,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-21,10:00:00,Donkey Hodie,#138,Donkey Hodie,#138,"Me, Myself, and Donkey; Fashion Donkey",Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-21,10:30:00,Pinkalicious & Peterrific,#114,Pinkalicious & Peterrific,#114,Secret Sculpture; The Celebrator,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-21,11:00:00,Elinor Wonders Why,#121,Elinor Wonders Why,#121,Zig Zag Plant; Butterfly Drinks,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-21,11:30:00,Alma's Way,#205,Alma's Way,#205,The Missing Vote; Alma's Lemonade and Everything Else Stand,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-21,12:00:00,Molly of Denali,#108,Molly of Denali,#108,Hot Springs Eternal; Tooey's Hero,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-21,12:30:00,Xavier Riddle and the Secret Museum,#117,Xavier Riddle and the Secret Museum,#117,I Am Lou Gehrig; I Am Marie Owens,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-21,13:00:00,Sit and Be Fit,#1009,Sit and Be Fit,#1009,Foot Massage,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-21,13:30:00,Classical Stretch: By Essentrics,#1206,Classical Stretch: By Essentrics,#1206,Full Body Strengthening,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-21,14:00:00,Nova,#5103,NOVA,#5103,Building the Eiffel Tower,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-21,15:00:00,Made In Texas,#106,Made in Texas,,Stones are Speaking,
